Top pages,Clicks,Impressions,CTR,Position
https://www.johndcook.com/blog/2008/11/17/fast-way-to-test-whether-a-number-is-a-square/,132,27969,0.47%,31.38
https://www.johndcook.com/blog/2023/10/23/nonlinear-algebra/,132,21161,0.62%,11.34
https://www.johndcook.com/blog/2022/11/03/bad-newton/,132,10161,1.3%,23.45
https://www.johndcook.com/blog/2025/03/08/chatgpt-tokens-and-unicode/,132,8503,1.55%,14.97
https://www.johndcook.com/blog/2025/10/08/diffeq-donut/,132,7206,1.83%,13.23
https://www.johndcook.com/blog/2021/04/01/hypotenuse-approximation/,132,3927,3.36%,15.19
https://www.johndcook.com/blog/2021/03/24/log10-trick/,131,22595,0.58%,44.17
https://www.johndcook.com/blog/2022/03/07/estimating-standard-deviation/,131,18841,0.7%,34.24
https://www.johndcook.com/blog/2021/07/10/monotonic-interpolation/,131,8159,1.61%,17.25
https://www.johndcook.com/blog/2013/09/03/naming-collections/,131,5858,2.24%,11.31
https://www.johndcook.com/blog/2020/09/08/inverse-gray-code/,131,5546,2.36%,25.98
https://www.johndcook.com/blog/2010/03/10/cooling/,130,29288,0.44%,10.05
https://www.johndcook.com/blog/2021/08/08/bounding-sphere/,130,18585,0.7%,18.01
https://www.johndcook.com/blog/2015/04/14/empty-sum-product/,129,47643,0.27%,32.96
https://www.johndcook.com/blog/2022/02/16/missing-morse-codes/,129,12456,1.04%,16.09
https://www.johndcook.com/blog/2023/02/13/quasiperiodic-functions/,129,10397,1.24%,22.75
https://www.johndcook.com/blog/2019/10/23/self-curvature/,129,10255,1.26%,17.34
https://www.johndcook.com/blog/2021/04/13/why-simple-approximations-work/,129,9721,1.33%,22.47
https://www.johndcook.com/blog/2021/04/28/powers-of-3-in-binary/,128,11403,1.12%,27.06
https://www.johndcook.com/blog/2019/10/12/hyperexponential-hypoexponential/,128,11125,1.15%,12.14
https://www.johndcook.com/blog/2020/07/22/banned-math-book/,128,5216,2.45%,16.8
https://www.johndcook.com/blog/2011/06/29/doubly-periodic-functions/,127,12468,1.02%,30.53
https://www.johndcook.com/blog/2021/12/13/latin-squares/,126,17927,0.7%,15.08
https://www.johndcook.com/blog/2022/11/04/evolute-of-an-ellipse/,126,9973,1.26%,10.92
https://www.johndcook.com/blog/2023/05/14/circulant-matrices-commute/,126,7623,1.65%,27.6
https://www.johndcook.com/blog/2022/09/25/katakana-hiragana-unicode/,125,87506,0.14%,11.62
https://www.johndcook.com/blog/2021/03/27/smallest-fraction/,125,44840,0.28%,19.48
https://www.johndcook.com/blog/2018/06/12/perl-as-a-better-grep/,125,11663,1.07%,14.23
https://www.johndcook.com/blog/2025/01/02/unicode-stegonography/,125,6903,1.81%,6.81
https://www.johndcook.com/blog/2019/12/30/excel-to-csv/,125,5750,2.17%,10.69
https://www.johndcook.com/blog/2019/04/27/rare-and-strange-icd-10-codes/,124,23436,0.53%,16.33
https://www.johndcook.com/blog/2024/07/13/renyi-parking-constant/,124,7066,1.75%,5.78
https://www.johndcook.com/blog/2020/03/14/the-brothers-markov/,124,5673,2.19%,14.83
https://www.johndcook.com/blog/2008/09/26/comparing-three-methods-of-computing-standard-deviation/,123,9210,1.34%,42.87
https://www.johndcook.com/blog/2023/09/11/hyperellipsoid-surface-area/,123,8791,1.4%,21.64
https://www.johndcook.com/blog/2018/06/14/low-rank-matrix-perturbations/,123,8015,1.53%,28.76
https://www.johndcook.com/blog/2023/02/16/pearson-distributions/,123,7532,1.63%,11.03
https://www.johndcook.com/blog/2025/05/20/mmt/,122,21919,0.56%,21.05
https://www.johndcook.com/blog/2008/12/10/solving-linear-congruences/,122,16596,0.74%,54.82
https://www.johndcook.com/blog/2024/04/25/closed-form-pde/,122,14412,0.85%,46.34
https://www.johndcook.com/blog/2010/02/17/self-sufficiency-is-the-road-to-poverty/,122,8544,1.43%,24.17
https://www.johndcook.com/blog/2016/02/04/regular-expression-to-match-a-chemical-element/,122,5758,2.12%,15.43
https://www.johndcook.com/blog/2022/09/04/computing-vin-checksums/,121,5829,2.08%,13.79
https://www.johndcook.com/blog/2020/07/15/kolmogorov-superposition/,121,5811,2.08%,41.19
https://www.johndcook.com/blog/2013/03/04/negative-damping/,120,11285,1.06%,14.22
https://www.johndcook.com/blog/2018/12/12/last-four-digits-ssn/,119,33993,0.35%,14.95
https://www.johndcook.com/blog/2020/12/02/a-cross-product-in-7-dimensions/,119,33858,0.35%,14.74
https://www.johndcook.com/blog/2023/05/20/contraharmonic-mean/,119,9035,1.32%,22.31
https://www.johndcook.com/blog/2008/10/31/changing-the-r-console-fonts/,119,8084,1.47%,24
https://www.johndcook.com/blog/2018/02/24/invert-power-series/,119,8032,1.48%,30.08
https://www.johndcook.com/ChebyshevPolynomials.pdf,118,13615,0.87%,19.91
https://www.johndcook.com/blog/2017/05/31/saxophone-with-two-octave-keys/,118,10178,1.16%,37.44
https://www.johndcook.com/blog/2018/02/11/liouville-green-approximation/,118,1203,9.81%,12.48
https://www.johndcook.com/blog/2018/03/26/sums-of-palindromes/,117,9807,1.19%,17.27
https://www.johndcook.com/blog/2016/05/11/loudness-and-sharpness/,117,8381,1.4%,14.45
https://www.johndcook.com/blog/2024/09/22/ellipse-perimeter-approx/,117,5929,1.97%,9.3
https://www.johndcook.com/blog/2022/12/12/conformal-rectangle-half-plane/,117,5901,1.98%,22.61
https://www.johndcook.com/blog/2021/07/12/spline-convergence-rate/,117,4441,2.63%,31.65
https://www.johndcook.com/blog/2022/10/15/python-as-stat-calculator/,117,3281,3.57%,33.04
https://www.johndcook.com/blog/2008/03/30/god-is-in-the-details/,116,31924,0.36%,14.44
https://www.johndcook.com/blog/2021/06/23/sum-bernoulli-not-iid/,116,10007,1.16%,17.43
https://www.johndcook.com/blog/2019/02/24/the-point-at-infinity/,116,9460,1.23%,18.88
https://www.johndcook.com/blog/2012/01/30/rule-of-the-last-inch/,116,1066,10.88%,6.66
https://www.johndcook.com/blog/2021/08/18/queens-on-a-donut/,115,61558,0.19%,9.78
https://www.johndcook.com/blog/2025/04/19/kernel-and-cokernel/,115,31475,0.37%,33.46
https://www.johndcook.com/blog/2010/06/08/c-math-gotchas/,115,16957,0.68%,21
https://www.johndcook.com/blog/2019/09/07/excel-r-bom/,115,11231,1.02%,19.87
https://www.johndcook.com/blog/2021/09/29/linear-ode-periodic/,115,7398,1.55%,25.28
https://www.johndcook.com/blog/2017/10/20/time-series-analysis-vs-dsp-terminology-ma-arma-fir-iir/,115,4182,2.75%,27.22
https://www.johndcook.com/blog/2024/09/14/ceva-routh/,114,89396,0.13%,12
https://www.johndcook.com/blog/2022/09/23/hcpcs-codes/,114,19570,0.58%,19.69
https://www.johndcook.com/blog/2018/04/15/eight-bit-floating-point/,114,13648,0.84%,16.97
https://www.johndcook.com/blog/2016/09/19/munchausen-numbers/,114,10442,1.09%,5.15
https://www.johndcook.com/blog/2023/11/04/logistic-normal-approximation/,114,5656,2.02%,20.05
https://www.johndcook.com/blog/2024/03/22/laguerres-root-finding-method/,114,3516,3.24%,14.53
https://www.johndcook.com/blog/2023/03/17/fixed-points-of-fourier/,113,9021,1.25%,17.77
https://www.johndcook.com/blog/2013/06/07/orwellian-vs-huxleyian/,113,4893,2.31%,11.56
https://www.johndcook.com/blog/2016/07/28/quantifying-how-annoying-a-sound-is/,113,3226,3.5%,8.17
https://www.johndcook.com/blog/2023/07/17/tukey-g-and-h/,113,2763,4.09%,13.92
https://www.johndcook.com/blog/2021/12/04/exact-sequences/,112,9166,1.22%,55.87
https://www.johndcook.com/blog/2022/04/20/blaschke-factors/,111,5771,1.92%,13.91
https://www.johndcook.com/blog/2020/11/29/cubic-calendars/,110,10968,1%,19.05
https://www.johndcook.com/blog/cpp_regex/,110,10009,1.1%,20.95
https://www.johndcook.com/blog/2012/02/21/care-and-treatment-of-singularities/,110,9473,1.16%,34.75
https://www.johndcook.com/blog/2018/03/13/generating-laplace-random-variables/,110,7589,1.45%,18.65
https://www.johndcook.com/blog/2017/04/18/computing-harmonic-numbers/,109,46412,0.23%,15.87
https://www.johndcook.com/blog/2019/04/02/history-of-the-term-squircle/,109,23009,0.47%,7.5
https://www.johndcook.com/blog/2025/07/07/j2-effect/,109,20054,0.54%,5.33
https://www.johndcook.com/blog/cplusplus_strings/,109,18664,0.58%,21.7
https://www.johndcook.com/blog/2008/05/19/rounding-and-integer-division-in-powershell/,109,11058,0.99%,26.83
https://www.johndcook.com/blog/2025/09/18/1420-mhz/,109,9501,1.15%,4.43
https://www.johndcook.com/blog/2022/02/12/bayesian-pricing/,109,3226,3.38%,7.95
https://www.johndcook.com/blog/2009/08/16/why-shakespeare-is-hard-to-read/,108,16573,0.65%,16.65
https://www.johndcook.com/blog/2020/05/20/clipped-sine-waves/,108,14525,0.74%,8.3
https://www.johndcook.com/blog/2024/06/03/solutions-to-tanx-x/,108,10681,1.01%,10.34
https://www.johndcook.com/blog/emacs_unicode/,108,8086,1.34%,17.86
https://www.johndcook.com/blog/2022/09/22/dominoes-in-unicode/,108,5414,1.99%,7.85
https://www.johndcook.com/blog/2017/03/01/numerically-integrating-periodic-functions/,107,8329,1.28%,35.02
https://www.johndcook.com/blog/2023/05/04/lti-operators-commute/,107,7977,1.34%,23.6
https://www.johndcook.com/blog/cauchy_estimation/,107,3430,3.12%,15.68
https://www.johndcook.com/blog/2023/09/24/mersenne-primes-are-unsafe/,106,4715,2.25%,24.74
https://www.johndcook.com/blog/wilson_hilferty/,106,2493,4.25%,19.98
https://www.johndcook.com/blog/2020/09/08/gray-code/,105,26186,0.4%,27.08
https://www.johndcook.com/blog/2025/04/27/transpose-vs-adjoint/,105,20569,0.51%,21.14
https://www.johndcook.com/blog/2015/08/04/last-digits-fibonacci-numbers/,105,20419,0.51%,20.3
https://www.johndcook.com/blog/2019/03/09/curve25519/,105,7014,1.5%,14.74
https://www.johndcook.com/blog/2021/01/14/sturm-hurwitz/,105,4324,2.43%,26.75
https://www.johndcook.com/blog/2019/12/09/cayley-hamilton/,105,3336,3.15%,29.43
https://www.johndcook.com/blog/2021/07/10/interpolating-brownian-motion/,105,2214,4.74%,32.62
https://www.johndcook.com/blog/2025/05/11/eight-queens-symmetry/,104,29441,0.35%,13.11
https://www.johndcook.com/blog/2023/06/05/similar-triangles/,104,12256,0.85%,28.16
https://www.johndcook.com/blog/2021/06/12/vibrating-circular-membranes/,104,7125,1.46%,14.11
https://www.johndcook.com/lat_long_details.html,103,14465,0.71%,30.22
https://www.johndcook.com/blog/2023/11/08/pate-framework/,103,5242,1.96%,7.99
https://www.johndcook.com/blog/2015/08/31/secret-equation/,103,4418,2.33%,32.2
https://www.johndcook.com/blog/2025/03/06/gelu/,102,27088,0.38%,10.47
https://www.johndcook.com/blog/2020/02/05/leap-seconds/,102,16462,0.62%,17.95
https://www.johndcook.com/blog/2022/03/30/portable-am-radio/,102,11851,0.86%,22.27
https://www.johndcook.com/blog/2012/11/15/logarithms/,102,9473,1.08%,25.51
https://www.johndcook.com/blog/2020/07/22/hadamard-inequality/,102,8930,1.14%,20.07
https://www.johndcook.com/blog/2018/12/07/no-funding-for-unwanted-news/,102,5625,1.81%,7.03
https://www.johndcook.com/blog/2023/09/22/continued-fractions-as-matrix-products-2/,102,3178,3.21%,18.98
https://www.johndcook.com/blog/2023/04/14/hendecagon/,101,126387,0.08%,12.43
https://www.johndcook.com/blog/2021/04/19/martian-gravity/,101,68715,0.15%,26.17
https://www.johndcook.com/blog/rng-testing/,101,13439,0.75%,13.06
https://www.johndcook.com/blog/2022/03/22/multiple-frequency-shift-keying/,101,9234,1.09%,13.3
https://www.johndcook.com/blog/2025/05/07/composing-rotation/,101,9216,1.1%,19.56
https://www.johndcook.com/blog/2019/03/04/base-58-encoding-and-bitcoin-addresses/,101,9136,1.11%,20.04
https://www.johndcook.com/blog/2009/09/15/linus-torvalds-cpp/,101,8350,1.21%,14.15
https://www.johndcook.com/blog/2021/06/12/justifying-separation-of-variables/,101,7657,1.32%,39.68
https://www.johndcook.com/blog/2009/09/21/gudermannian/,101,6608,1.53%,12.56
https://www.johndcook.com/blog/2011/04/06/a-knights-magic-square/,101,4515,2.24%,22.15
https://www.johndcook.com/blog/2025/04/23/multiple-coupon-problem/,100,13191,0.76%,18.18
https://www.johndcook.com/blog/2021/01/23/sums-of-consecutive-reciprocals/,100,11941,0.84%,37.04
https://www.johndcook.com/blog/2014/07/06/ellipsoid-surface-area/,100,11236,0.89%,29.4
https://www.johndcook.com/blog/2022/12/03/vector-potential/,100,10003,1%,44.91
https://www.johndcook.com/blog/2022/11/19/depress-general-polynomial/,100,9607,1.04%,12.58
https://www.johndcook.com/blog/2009/01/21/distribution-of-time-customers-spend-in-coffee-shops/,100,4661,2.15%,12.6
https://www.johndcook.com/blog/2020/02/05/using-practrand-to-test-rng/,100,4576,2.19%,8.83
https://www.johndcook.com/blog/2019/12/31/sql-join-csv-files/,100,3787,2.64%,11.07
https://www.johndcook.com/blog/2023/02/24/sine-of-integers/,100,3745,2.67%,9.97
https://www.johndcook.com/blog/2010/09/09/screwtape-on-music-and-silence/,100,1587,6.3%,9.76
https://www.johndcook.com/blog/2013/11/07/i-before-e/,99,32512,0.3%,30.92
https://www.johndcook.com/blog/expert-hipaa-deidentification/,99,29211,0.34%,29.64
https://www.johndcook.com/blog/2023/04/25/symbols-for-angles/,99,20318,0.49%,16.55
https://www.johndcook.com/blog/2020/09/23/bilinear-transformations/,99,7236,1.37%,30.16
https://www.johndcook.com/blog/2015/08/20/when-is-a-triangle-a-square/,98,42004,0.23%,14.96
https://www.johndcook.com/blog/2022/10/13/moon-around-sun/,98,27731,0.35%,24.05
https://www.johndcook.com/blog/2024/06/19/ellipse-perimeter-approximations/,98,11951,0.82%,14.13
https://www.johndcook.com/blog/2016/11/30/setting-up-emacs-shell-on-a-mac/,98,8541,1.15%,37.38
https://www.johndcook.com/blog/2022/06/25/reciprocal-of-a-circle/,98,4493,2.18%,39.58
https://www.johndcook.com/blog/2021/06/10/random-drug-screen/,98,3080,3.18%,10.59
https://www.johndcook.com/blog/2023/12/11/rectangles-to-rectangles/,98,2714,3.61%,37.33
https://www.johndcook.com/blog/2013/09/26/equation-in-stained-glass/,98,1531,6.4%,9.26
https://www.johndcook.com/blog/2023/09/04/jnf-above-below/,97,14507,0.67%,38.48
https://www.johndcook.com/blog/distributions_r_splus/,97,8386,1.16%,26.53
https://www.johndcook.com/blog/2019/10/30/higher-order-newton/,97,6564,1.48%,25.28
https://www.johndcook.com/blog/2024/08/18/bessel-everett/,97,5935,1.63%,20.38
https://www.johndcook.com/blog/2024/04/20/finding-strings-in-binary-files/,97,5052,1.92%,10.73
https://www.johndcook.com/blog/2022/05/03/quartal-melody-star-trek-fanfare/,97,3437,2.82%,22.76
https://www.johndcook.com/blog/2021/06/01/zareba-asterism-and-dinkus/,96,10421,0.92%,13.27
https://www.johndcook.com/blog/2021/12/02/diagram-chase/,96,5399,1.78%,14.42
https://www.johndcook.com/blog/2025/09/01/vanity-addresses/,96,5239,1.83%,8.59
https://www.johndcook.com/blog/2011/03/07/augustine-leibowitz-and-evolution/,96,3157,3.04%,7.84
https://www.johndcook.com/blog/2011/09/22/thomas-hardy-and-harry-potter/,96,1808,5.31%,19.05
https://www.johndcook.com/blog/2022/06/13/double-roots-and-odes/,95,18594,0.51%,33.53
https://www.johndcook.com/blog/2015/02/05/natural-logarithms-are-natural/,95,11270,0.84%,35.27
https://www.johndcook.com/blog/2019/10/10/primes-that-dont-look-like-primes/,95,5842,1.63%,13.64
https://www.johndcook.com/blog/2020/01/17/stable-recurrence-relations/,95,3432,2.77%,31.79
https://www.johndcook.com/blog/2022/04/04/vieta/,94,78610,0.12%,25.35
https://www.johndcook.com/blog/2018/05/31/six-sigma-events/,94,34801,0.27%,19.15
https://www.johndcook.com/blog/2025/03/30/fundamental-solution/,94,14872,0.63%,21.43
https://www.johndcook.com/blog/csharp_erf/,94,2842,3.31%,32.57
https://www.johndcook.com/blog/2013/06/12/example-of-unit-testing-r-code-with-testthat/,94,2438,3.86%,22.29
https://www.johndcook.com/SeparationOfConvexSets.pdf,93,17231,0.54%,33.33
https://www.johndcook.com/blog/2021/07/24/bilinear-exp-approximation/,93,11373,0.82%,22.7
https://www.johndcook.com/blog/2020/12/05/rrns/,93,9378,0.99%,15.29
https://www.johndcook.com/blog/2020/09/20/unicode-regex/,93,5974,1.56%,11.77
https://www.johndcook.com/efftox.pdf,92,22814,0.4%,18.19
https://www.johndcook.com/blog/2025/02/12/russian-morse-code/,92,13406,0.69%,12.75
https://www.johndcook.com/blog/2008/08/25/powershell-output-redirection-unicode-or-ascii/,92,9495,0.97%,16.79
https://www.johndcook.com/blog/2021/02/12/pi-in-pi-with-perl/,92,9060,1.02%,3.36
https://www.johndcook.com/blog/2014/06/07/swedish-superellipse/,92,7673,1.2%,22.68
https://www.johndcook.com/blog/2009/07/15/microsoft-word-equation-editor/,91,49248,0.18%,35.32
https://www.johndcook.com/blog/2009/05/16/golden-ratio-and-special-angles/,91,13536,0.67%,24.43
https://www.johndcook.com/blog/2015/05/01/rotating-pdf-pages-with-python/,91,10323,0.88%,31.57
https://www.johndcook.com/blog/2022/07/24/galois/,91,8052,1.13%,14.49
https://www.johndcook.com/blog/2023/11/17/phone-number-intel/,91,6067,1.5%,31.69
https://www.johndcook.com/blog/2019/08/02/aitken-acceleration/,91,5448,1.67%,11.47
https://www.johndcook.com/blog/2020/09/26/sagging-tape-measure/,91,4663,1.95%,16.11
https://www.johndcook.com/blog/2018/10/03/technological-context/,91,4014,2.27%,7.72
https://www.johndcook.com/blog/2023/04/24/beta-approximation-to-binomial/,91,2671,3.41%,42.3
https://www.johndcook.com/blog/2018/12/19/trademark-symbol-latex-and-unicode/,90,30592,0.29%,18.95
https://www.johndcook.com/blog/2015/10/06/number-of-digits-in-n/,90,26448,0.34%,17.19
https://www.johndcook.com/blog/2018/03/30/generalized-normal-kurtosis/,90,12312,0.73%,19.76
https://www.johndcook.com/blog/2020/10/19/the-word-problem/,90,11553,0.78%,19.61
https://www.johndcook.com/blog/2022/01/24/dual-axioms-in-modal-logic/,90,10345,0.87%,13.56
https://www.johndcook.com/blog/2023/08/17/memorizing-four-digit-numbers/,90,10083,0.89%,20.94
https://www.johndcook.com/blog/2022/04/21/mobius-fixed-points/,90,9069,0.99%,22
https://www.johndcook.com/blog/2009/11/02/powershell-2-0-for-windows-xp-etc/,90,7081,1.27%,43.43
https://www.johndcook.com/blog/2018/11/02/continued-fraction-cryptography/,90,2443,3.68%,30.5
https://www.johndcook.com/blog/2013/08/03/addition-formulas-for-bessel-functions/,90,1171,7.69%,9.96
https://www.johndcook.com/blog/2009/09/30/perfect-fifths-equal-temperament/,89,17466,0.51%,14.89
https://www.johndcook.com/blog/2010/04/29/simple-approximation-to-normal-distribution/,89,13245,0.67%,37.12
https://www.johndcook.com/blog/2021/03/09/vectors-matrices/,89,11196,0.79%,37.15
https://www.johndcook.com/blog/2024/12/19/is-ai-just-a-stochastic-parrot/,89,6859,1.3%,13.89
https://www.johndcook.com/blog/all-possible-scales/,89,4396,2.02%,25.2
https://www.johndcook.com/blog/2016/06/29/sparsely-populated-zip-codes/,89,4284,2.08%,15.75
https://www.johndcook.com/blog/2012/06/14/root-finding-with-noisy-functions/,89,2150,4.14%,50.71
https://www.johndcook.com/blog/2018/11/16/kilogram-planck/,88,42198,0.21%,22.76
https://www.johndcook.com/blog/2023/06/24/little-omega/,88,27809,0.32%,36.17
https://www.johndcook.com/blog/2021/02/11/trig-across-languages/,88,23067,0.38%,18.44
https://www.johndcook.com/blog/2021/04/05/arithmetic-geometric-mean/,88,21031,0.42%,41.73
https://www.johndcook.com/blog/2016/03/10/creating-police-siren-sounds-with-frequency-modulation/,88,11108,0.79%,40.72
https://www.johndcook.com/blog/2013/05/10/efficiency-vs-robustness/,88,7869,1.12%,6.79
https://www.johndcook.com/blog/2009/09/24/poverty-versus-squalor/,88,3995,2.2%,20.24
https://www.johndcook.com/blog/2020/06/16/nasas-favorite-ode-solver/,88,2490,3.53%,24.27
https://www.johndcook.com/blog/2022/02/21/q-codes-in-seveneves/,87,14600,0.6%,17.17
https://www.johndcook.com/blog/2016/01/25/understanding-a-graph-by-peeling-away-nodes/,87,10740,0.81%,22.34
https://www.johndcook.com/blog/2016/04/27/how-to-create-green-noise-in-python/,87,3871,2.25%,15.58
https://www.johndcook.com/blog/2017/08/14/testing-rngs-with-practrand/,87,3580,2.43%,10.65
https://www.johndcook.com/blog/2023/01/03/pratt-certificate/,87,3053,2.85%,10.87
https://www.johndcook.com/blog/2013/11/15/dimensional-analysis/,86,35046,0.25%,29.84
https://www.johndcook.com/blog/2025/04/16/triangulate-polygon/,86,33200,0.26%,25.11
https://www.johndcook.com/blog/2025/07/07/legendre-polynomials/,86,21179,0.41%,13.09
https://www.johndcook.com/blog/2017/01/04/cover-time-of-a-graph-cliques-chains-and-lollipops/,86,12263,0.7%,10.29
https://www.johndcook.com/blog/2021/11/07/three-error-function-series/,86,10925,0.79%,29.2
https://www.johndcook.com/blog/2025/02/12/chebyshev-third-fourth/,86,10185,0.84%,38.66
https://www.johndcook.com/blog/2021/12/27/the-exception-case-is-normal/,85,22306,0.38%,6.8
https://www.johndcook.com/blog/2018/12/29/northern-lights/,85,19256,0.44%,27.89
https://www.johndcook.com/blog/2016/02/08/connection-between-hypergeometric-distribution-and-series/,85,15153,0.56%,46.42
https://www.johndcook.com/blog/2021/02/08/pitch-of-a-big-wine-bottle/,85,14155,0.6%,30.34
https://www.johndcook.com/blog/2021/11/02/fractions-in-unicode/,85,12743,0.67%,14.92
https://www.johndcook.com/blog/2023/08/08/finite-mobius/,85,10672,0.8%,28.46
https://www.johndcook.com/blog/2021/12/07/the-ring-of-entire-functions/,85,9455,0.9%,35.53
https://www.johndcook.com/blog/2015/03/24/fitting-a-triangular-distribution/,85,8714,0.98%,27.16
https://www.johndcook.com/blog/2019/07/23/twisted-elliptic-curves/,85,6267,1.36%,18.94
https://www.johndcook.com/blog/2018/12/19/rsa-with-one-known-prime/,85,4601,1.85%,31.2
https://www.johndcook.com/blog/2018/05/30/calendars-and-continued-fractions/,85,4510,1.88%,15.94
https://www.johndcook.com/Beautiful_Testing_ch10.pdf,85,2947,2.88%,40.24
https://www.johndcook.com/blog/2012/02/02/how-to-compute-jincx/,85,2379,3.57%,13.85
https://www.johndcook.com/blog/2021/06/22/computing-logs-with-the-agm/,85,1214,7%,27.89
https://www.johndcook.com/blog/2019/10/19/exact-values-of-sine-and-cosine/,84,30525,0.28%,34.57
https://www.johndcook.com/blog/2012/10/27/buckyball/,84,14368,0.58%,21.91
https://www.johndcook.com/blog/2009/04/06/anatomy-of-a-floating-point-number/,84,12794,0.66%,28.65
https://www.johndcook.com/blog/2020/01/15/weierstrass-elliptic-functions/,84,11031,0.76%,18.94
https://www.johndcook.com/blog/2020/12/14/shells-quoting-and-one-liners/,84,10218,0.82%,33.41
https://www.johndcook.com/blog/2023/02/07/mediant-approximation-trick/,84,9088,0.92%,10.64
https://www.johndcook.com/blog/2021/04/19/hashing-phone-numbers/,84,8966,0.94%,10.97
https://www.johndcook.com/blog/2023/12/19/conformal-map-disk-triangle/,84,5845,1.44%,39.92
https://www.johndcook.com/blog/2022/12/08/conformal-rectangle-to-ellipse/,84,5536,1.52%,17.76
https://www.johndcook.com/blog/2019/12/26/driven-van-der-pol/,84,4764,1.76%,9.74
https://www.johndcook.com/blog/2018/08/14/bitcoin-elliptic-curves/,83,22771,0.36%,11.65
https://www.johndcook.com/blog/2009/02/27/blue-rondo-a-la-turk/,83,13045,0.64%,16.75
https://www.johndcook.com/blog/2016/07/18/what-is-a-vacil/,83,9861,0.84%,6.69
https://www.johndcook.com/blog/2021/03/17/fourier-transforms-in-mathematica/,83,5875,1.41%,13.46
https://www.johndcook.com/blog/2010/07/14/bc-math-library/,83,5035,1.65%,16.65
https://www.johndcook.com/blog/2025/05/24/meyers-serrin/,83,1430,5.8%,17.41
https://www.johndcook.com/blog/2011/06/01/collatz-3n-1-conjecture-solved/,82,23686,0.35%,21.72
https://www.johndcook.com/blog/2021/03/30/within-one-percent/,82,14733,0.56%,36.96
https://www.johndcook.com/blog/2023/12/07/weierstrass-trick/,82,13817,0.59%,19.07
https://www.johndcook.com/blog/2009/03/06/student-t-distribution-mean-median/,82,9914,0.83%,20.01
https://www.johndcook.com/blog/2017/11/06/chebyshev-interpolation/,82,8829,0.93%,18.32
https://www.johndcook.com/blog/2022/10/21/shell-replace-word/,82,8728,0.94%,15.84
https://www.johndcook.com/blog/2023/08/07/sort-u/,82,7777,1.05%,19.72
https://www.johndcook.com/blog/2020/02/26/perfect-codes/,82,5210,1.57%,17.88
https://www.johndcook.com/blog/2014/11/23/compute-trig-tables/,81,11000,0.74%,37.37
https://www.johndcook.com/blog/2009/04/01/polynomial-interpolation-errors/,81,10326,0.78%,46.49
https://www.johndcook.com/blog/2016/03/23/cornus-spiral/,81,6242,1.3%,12.01
https://www.johndcook.com/blog/2019/10/30/tan_n/,81,3587,2.26%,10.56
https://www.johndcook.com/blog/2009/11/23/thomas-edisons-fire/,81,3386,2.39%,8.2
https://www.johndcook.com/blog/2018/07/08/weak-groups/,80,42351,0.19%,21.63
https://www.johndcook.com/blog/2010/12/02/three-surprises-with-the-trapezoid-rule/,80,25832,0.31%,36.84
https://www.johndcook.com/blog/2020/09/14/superfactorial/,80,16918,0.47%,7.24
https://www.johndcook.com/blog/2016/05/03/spectral-flatness/,80,11994,0.67%,7.43
https://www.johndcook.com/blog/2024/05/10/small-probabilities-add/,80,9563,0.84%,15.44
https://www.johndcook.com/blog/2010/09/15/visualize-bessel-functions/,80,7986,1%,35.16
https://www.johndcook.com/blog/2016/07/26/grunwald-letnikov/,80,4682,1.71%,16.5
https://www.johndcook.com/blog/2021/11/16/information-loss-and-entropy/,80,4084,1.96%,41.16
https://www.johndcook.com/blog/2017/08/19/programming-language-life-expectancy/,80,3935,2.03%,20.09
https://www.johndcook.com/blog/2022/03/22/dial-tone-and-busy-signal/,79,15216,0.52%,19.05
https://www.johndcook.com/blog/2013/02/12/generalized-fourier-transforms/,79,8497,0.93%,33.42
https://www.johndcook.com/blog/2022/10/04/visualizing-swedish-vowels/,79,7241,1.09%,16.14
https://www.johndcook.com/blog/2017/01/12/safe-primes-sylow-theorems-and-cryptography/,79,6695,1.18%,16.27
https://www.johndcook.com/blog/2023/01/05/law-of-cotangents/,79,5762,1.37%,11.27
https://www.johndcook.com/blog/2018/02/22/fibonacci-binomial-coefficient-identity/,79,5400,1.46%,21.88
https://www.johndcook.com/blog/2022/04/08/hilbert-transform-and-mathematica/,79,3324,2.38%,24.17
https://www.johndcook.com/blog/2017/11/20/ortho-poly-beta/,79,3183,2.48%,24.16
https://www.johndcook.com/blog/2010/07/27/sine-approximation-for-small-x/,78,35651,0.22%,29.63
https://www.johndcook.com/blog/2011/08/17/odd-numbers-in-odd-bases/,78,20864,0.37%,31.85
https://www.johndcook.com/blog/2019/01/25/salt-and-stretching/,78,17674,0.44%,41.76
https://www.johndcook.com/blog/2024/11/10/the-postage-stamp-problem/,78,12209,0.64%,11.6
https://www.johndcook.com/NumericalODEStepSize.pdf,78,7751,1.01%,33.42
https://www.johndcook.com/Cauchy_estimation.html,78,6121,1.27%,19.81
https://www.johndcook.com/blog/2010/01/13/soft-maximum/,78,6082,1.28%,21.73
https://www.johndcook.com/blog/2021/08/25/multiplicative-group-size/,78,5605,1.39%,19.15
https://www.johndcook.com/blog/2025/04/04/linear-kdv-dispersion/,78,3637,2.14%,32.97
https://www.johndcook.com/blog/2020/02/22/chacha-rng-with-fewer-rounds/,78,3080,2.53%,11.77
https://www.johndcook.com/blog/2009/11/04/little-coffee-on-the-prairie/,78,2348,3.32%,14.71
